,currency,description,displaySymbol,figi,mic,symbol,type
1269,CNY,CHINA RESOURCES DOUBLE CRA-A,600062.SS,BBG000BJD4G5,XSHG,600062.SS,Common Stock
1270,CNY,FULLGOAL CSI CONSUMER 50 ETF,515650.SS,BBG00PZYVND2,XSHG,515650.SS,ETP
1271,CNY,BAFANG ELECTRIC SUZHOU CO -A,603489.SS,BBG00LBRD3F4,XSHG,603489.SS,Common Stock
1272,CNY,SHANGHAI LUJIAZUI FIN&TRAD-A,600663.SS,BBG000BG01Y1,XSHG,600663.SS,Common Stock
1273,CNY,HUBEI KAILE SCIENCE & TECH-A,600260.SS,BBG000BHDTB9,XSHG,600260.SS,Common Stock
1274,CNY,SHANGHAI PUDONG ROAD&BRIDG-A,600284.SS,BBG000BVYCV0,XSHG,600284.SS,Common Stock
1275,CNY,ZHE JIANG LI ZI YUAN FOOD -A,AAVHOZ.SS,BBG00PK9LJJ7,XSHG,AAVHOZ.SS,Common Stock
1276,CNY,EVERBRIGHT JIABAO CO LTD-A,600622.SS,BBG000BFY4G0,XSHG,600622.SS,Common Stock
1277,CNY,SHANGHAI FUDAN MICROELE-DO-A,0122226D.SS,BBG00Y2R2Q76,XSHG,0122226D.SS,Common Stock
1278,CNY,ZHEJIANG XINHUA CHEMICAL C-A,603867.SS,BBG00JNHTZW1,XSHG,603867.SS,Common Stock
1279,CNY,BEIJING SANYUAN FOODS CO-A,600429.SS,BBG000PZMD56,XSHG,600429.SS,Common Stock
1280,CNY,KEDA INDUSTRIAL GROUP CO LTD,600499.SS,BBG000P5J447,XSHG,600499.SS,Common Stock
1281,CNY,BOC SH GOLD ETF,518890.SS,BBG00X8Q0JV5,XSHG,518890.SS,ETP
1282,CNY,ZHEJIANG FURUN DIGITAL TEC-A,600070.SS,BBG000BGQNM8,XSHG,600070.SS,Common Stock
1283,CNY,JASON FURNITURE HANGZHOU C-A,603816.SS,BBG006G0SJP9,XSHG,603816.SS,Common Stock
1284,CNY,SHENZHEN FORTUNE TREND TEC-A,688318.SS,BBG002Z4C3H0,XSHG,688318.SS,Common Stock
1285,CNY,JIANGSU JINGYUAN ENVIRONME-A,688096.SS,BBG00PNQ20K6,XSHG,688096.SS,Common Stock
1286,CNY,YUD YANGTZE RIVER INVEST-A,600119.SS,BBG000BYH1T0,XSHG,600119.SS,Common Stock
1287,CNY,SUZHOU XINGYE MATERIALS TE-A,603928.SS,BBG007JVRXN8,XSHG,603928.SS,Common Stock
1288,CNY,NINGBO LEHUI INTERNATIONAL-A,603076.SS,BBG00D1PXM81,XSHG,603076.SS,Common Stock
1289,CNY,JIANGXI YUEAN ADVANCED MAT-A,1812185D.SS,BBG00VTBJW13,XSHG,1812185D.SS,Common Stock
1290,CNY,DAQIAN ECOLOGY & ENVIRONME-A,603955.SS,BBG008G76G52,XSHG,603955.SS,Common Stock
1291,CNY,HOB BIOTECH GROUP SUZHOU C-A,688656.SS,BBG00NZ2ZZ37,XSHG,688656.SS,Common Stock
1292,CNY,SHENGYI ELECTRONICS CO LTD-A,1804376D.SS,BBG00V5B3Q37,XSHG,1804376D.SS,Common Stock
1293,CNY,CHINA RAILWAY GROUP LTD-A,601390.SS,BBG000TW0319,XSHG,601390.SS,Common Stock
1294,CNY,FUSHUN SPECIAL STEEL CO-A,600399.SS,BBG000DYN111,XSHG,600399.SS,Common Stock
1295,CNY,JONJEE HIGH-TECH INDUSTRIA-A,600872.SS,BBG000F08KH1,XSHG,600872.SS,Common Stock
1296,CNY,QINGDAO HIRON COMMERCIAL C-A,603187.SS,BBG00BGK3HS2,XSHG,603187.SS,Common Stock
1297,CNY,DR PENG TELCOM & MEDIA GR-A,600804.SS,BBG000BG5JP7,XSHG,600804.SS,Common Stock
1298,CNY,DATANG INTL POWER GEN CO-A,601991.SS,BBG000D35JY4,XSHG,601991.SS,Common Stock
1299,CNY,CHINA SOUTHERN CSI 1000 ETF,512100.SS,BBG00DY42KD4,XSHG,512100.SS,ETP
1300,CNY,SHANGHAI TIANYONG ENGINEER-A,603895.SS,BBG00DQ8B850,XSHG,603895.SS,Common Stock
1301,CNY,WOLONG REAL ESTATE GROUP C-A,600173.SS,BBG000BCKBQ5,XSHG,600173.SS,Common Stock
1302,CNY,SHANGHAI JINJIANG INTL-A,600650.SS,BBG000BFZCD4,XSHG,600650.SS,Common Stock
1303,CNY,CROWN ADVANCED MATERIAL CO-A,688560.SS,BBG00MGXW3G2,XSHG,688560.SS,Common Stock
1304,CNY,WEIHAI BAIHE BIOLOGY TECHN-A,1553364D.SS,BBG00PGDQYT4,XSHG,1553364D.SS,Common Stock
1305,CNY,HUNAN FANGSHENG PHARM-A,603998.SS,BBG006FTH392,XSHG,603998.SS,Common Stock
1306,CNY,CHANGZHENG ENGINEERING CO -A,603698.SS,BBG006F0MTN6,XSHG,603698.SS,Common Stock
1307,CNY,HUAYI ELECTRIC CO LTD-A,600290.SS,BBG000DGPR02,XSHG,600290.SS,Common Stock
1308,CNY,XIN JIANG BAI HUA CUN CO-A,600721.SS,BBG000GWNH35,XSHG,600721.SS,Common Stock
1309,CNY,NINGBO TIANYI MEDICAL APPL-A,1507303D.SS,BBG00GM1ZCG5,XSHG,1507303D.SS,Common Stock
1310,CNY,AVIC AVIATION HIGH-TECHNOL-A,600862.SS,BBG000CFQ0S3,XSHG,600862.SS,Common Stock
1311,CNY,GUIZHOU RED STAR DEVELOPIN-A,600367.SS,BBG000GYQW53,XSHG,600367.SS,Common Stock
1312,CNY,FOUNDER FUBON CSI 500 ETF,510550.SS,BBG00MK388P9,XSHG,510550.SS,ETP
1313,CNY,HOYMILES POWER ELECTRONICS-A,1857324D.SS,BBG00YQ8Q1C5,XSHG,1857324D.SS,Common Stock
1314,CNY,BINGO SOFTWARE CO LTD-A,0649435D.SS,BBG00VTBHMW3,XSHG,0649435D.SS,Common Stock
1315,CNY,GUANGZHOU AUTOMOBILE GROUP-A,601238.SS,BBG002TZP008,XSHG,601238.SS,Common Stock
1316,CNY,MONTAGE TECHNOLOGY CO LTD-A,688008.SS,BBG00NS2KPQ8,XSHG,688008.SS,Common Stock
1317,CNY,HENAN ZHONGYUAN EXPRESSWAY-A,600020.SS,BBG000N1H2J8,XSHG,600020.SS,Common Stock
1318,CNY,HITGEN INC-A,688222.SS,BBG00PNX8F13,XSHG,688222.SS,Common Stock
1319,CNY,BEIJING-SHANGHAI HIGH SPE-A,601816.SS,BBG00QPY7XN5,XSHG,601816.SS,Common Stock
1320,CNY,HUAYUAN PROPERTY CO LTD-A,600743.SS,BBG000HC2298,XSHG,600743.SS,Common Stock
1321,USD,SHANGHAI JINJIANG INTL-B,900914.SS,BBG000BFV730,XSHG,900914.SS,Common Stock
1322,CNY,YUNNAN WENSHAN ELECTRIC PO-A,600995.SS,BBG000BSDWC7,XSHG,600995.SS,Common Stock
1323,CNY,HANGZHOU IRON & STEEL CO-A,600126.SS,BBG000BDPQD9,XSHG,600126.SS,Common Stock
1324,CNY,GUIZHOU CHANGZHENG TIACHEN-A,600112.SS,BBG000BPDL55,XSHG,600112.SS,Common Stock
1325,CNY,WEIFANG YAXING CHEMICAL CO-A,600319.SS,BBG000BFLQ39,XSHG,600319.SS,Common Stock
1326,USD,SHANGHAI HUAYI GROUP CORP -B,900909.SS,BBG000BHNLR8,XSHG,900909.SS,Common Stock
1327,CNY,QINGHAI HUADING INDUSTRIAL-A,600243.SS,BBG000DP2L37,XSHG,600243.SS,Common Stock
1328,USD,EASTERN COMMUNICATIONS CO-B,900941.SS,BBG000H6RB85,XSHG,900941.SS,Common Stock
1329,CNY,HANGZHOU JUHESHUN NEW MATE-A,605166.SS,BBG00P15BQB9,XSHG,605166.SS,Common Stock
1330,CNY,CHANGCHUNJINGKAI GROUP CO-A,600215.SS,BBG000DCD085,XSHG,600215.SS,Common Stock
1331,CNY,NACITY PROPERTY SERVICE CO-A,603506.SS,BBG00D8K0Y76,XSHG,603506.SS,Common Stock
1332,CNY,FUJIAN HUICHUAN IOT TECHNO-A,1386547D.SS,BBG00VSF0NV2,XSHG,1386547D.SS,Common Stock
1333,CNY,SHANGHAI NEW WORLD CO LTD-A,600628.SS,BBG000BFYB29,XSHG,600628.SS,Common Stock
1334,CNY,GUIZHOU AVIATION TECHNOLOG-A,1811355D.SS,BBG00VSF1GV6,XSHG,1811355D.SS,Common Stock
1335,CNY,ANHUI WANWEI UPDATED HIGH-A,600063.SS,BBG000BW5073,XSHG,600063.SS,Common Stock
1336,CNY,JIANGSU CHANGSHU RURAL COM-A,601128.SS,BBG006R655M2,XSHG,601128.SS,Common Stock
1337,CNY,CHINAAMC GOLD ETF,518850.SS,BBG00TJDS2F6,XSHG,518850.SS,ETP
1338,CNY,KINGFA SCI.& TECH CO LTD-A,600143.SS,BBG000GM3GJ4,XSHG,600143.SS,Common Stock
1339,CNY,ASIA SILICON QINGHAI CO LT-A,1849119D.SS,BBG00YC89WS4,XSHG,1849119D.SS,Common Stock
1340,CNY,ROCKONTROL TECHNOLOGY GROU-A,688051.SS,BBG00P48KDV7,XSHG,688051.SS,Common Stock
1341,CNY,ADD INDUSTRY ZHEJIANG CORP-A,603089.SS,BBG0083397R8,XSHG,603089.SS,Common Stock
1342,,SSE Composite Index,000001.SS,,,000001.SS,Indice
1343,CNY,GUANGDONG PHNIX TECHNOLOGY-A,1844083D.SS,BBG00Y2K4NG6,XSHG,1844083D.SS,Common Stock
1344,CNY,SHANGHAI CDXJ DIGITAL TECH-A,603887.SS,BBG006G2P8P2,XSHG,603887.SS,Common Stock
1345,CNY,HARVEST CSI RAFI 50 INDX ETF,512750.SS,BBG00NZ30YF3,XSHG,512750.SS,ETP
1346,CNY,SANSURE BIOTECH INC-A,688289.SS,BBG00S5WRMJ4,XSHG,688289.SS,Common Stock
1347,CNY,HUAAN CSI 300 ETF,515390.SS,BBG00QX25FM8,XSHG,515390.SS,ETP
1348,CNY,PHENIX OPTICAL CO LTD-A,600071.SS,BBG000BW4YS7,XSHG,600071.SS,Common Stock
1349,CNY,JIANMIN PHARMACEUTICAL GRO-A,600976.SS,BBG000NFSN90,XSHG,600976.SS,Common Stock
1350,CNY,OFFSHORE OIL ENGINEERING-A,600583.SS,BBG000M3W6N4,XSHG,600583.SS,Common Stock
1351,CNY,JIANGSU CHANGLING HYDRAULI-A,CLJXMZ.SS,BBG00P14KQN9,XSHG,CLJXMZ.SS,Common Stock
1352,CNY,QINGCLOUD TECHNOLOGIES COR-A,1385106D.SS,BBG00T2L0NL3,XSHG,1385106D.SS,Common Stock
1353,CNY,CHONGQING DEPARTMENT STORE-A,600729.SS,BBG000GWCMV5,XSHG,600729.SS,Common Stock
1354,CNY,TIAN DI SCIENCE & TECHNOLO-A,600582.SS,BBG000N2C639,XSHG,600582.SS,Common Stock
1355,CNY,TOLY BREAD CO LTD-A,603866.SS,BBG006F6TX66,XSHG,603866.SS,Common Stock
1356,CNY,SINOMACH AUTOMOBILE CO LTD-A,600335.SS,BBG000CN6ST6,XSHG,600335.SS,Common Stock
1357,CNY,INSPUR SOFTWARE CO LTD-A,600756.SS,BBG000HFDKM4,XSHG,600756.SS,Common Stock
1358,CNY,GUANGYUYUAN CHINESE HERBAL-A,600771.SS,BBG000BGSXX2,XSHG,600771.SS,Common Stock
1359,CNY,NANHUA CSI HANGZHOU BAY ETF,512870.SS,BBG00MK386D6,XSHG,512870.SS,ETP
1360,CNY,FORTUNE SG CSI MILITARY ETF,512810.SS,BBG00DJ3QLR0,XSHG,512810.SS,ETP
1361,CNY,BAOSHAN IRON & STEEL CO-A,600019.SS,BBG000D8NQ68,XSHG,600019.SS,Common Stock
1362,CNY,ZHENGZHOU COAL INDUSTRY - A,600121.SS,BBG000BGBLQ4,XSHG,600121.SS,Common Stock
1363,CNY,HUNAN WARRANT PHARMACEUTIC-A,1436521D.SS,BBG00DR84401,XSHG,1436521D.SS,Common Stock
1364,USD,SHANGHAI HUILI BUILDING-B,900939.SS,BBG000GWCQN5,XSHG,900939.SS,Common Stock
1365,CNY,ORIENT GROUP INC.-A,600811.SS,BBG000BKC5Y0,XSHG,600811.SS,Common Stock
1366,CNY,BCOMM SCHRODER SSE180 ETF,510010.SS,BBG000Q13P36,XSHG,510010.SS,ETP
1367,CNY,GF SHANGHAI GOLD ETF,518600.SS,BBG00VSTQVM6,XSHG,518600.SS,ETP
1368,CNY,BEIJING HUAFENG TEST & CON-A,688200.SS,BBG00PXR3K73,XSHG,688200.SS,Common Stock
1369,CNY,ZHENDE MEDICAL CO LTD-A,603301.SS,BBG00GTT0QJ1,XSHG,603301.SS,Common Stock
1370,CNY,JIANGSU CNANO TECHNOLOGY C-A,688116.SS,BBG00NQ2Z9Z0,XSHG,688116.SS,Common Stock
1371,CNY,KEBODA TECHNOLOGY CO LTD-A,603786.SS,BBG00JNHHX77,XSHG,603786.SS,Common Stock
1372,CNY,LEADER HARMONIOUS DRIVE SY-A,688017.SS,BBG00T5VTWD6,XSHG,688017.SS,Common Stock
1373,CNY,GRANDBLUE ENVIRONMENT CO -A,600323.SS,BBG000C5NBJ4,XSHG,600323.SS,Common Stock
1374,CNY,GF CSI BEITIANHE SYN DEV ETF,512780.SS,BBG00KR45VH5,XSHG,512780.SS,ETP
1375,CNY,BANK OF CHANGSHA CO LTD-A,601577.SS,BBG00FPBZH35,XSHG,601577.SS,Common Stock
1376,CNY,GUANGDONG SUPER TELECOM CO-A,603322.SS,BBG006R63WZ1,XSHG,603322.SS,Common Stock
1377,CNY,CSC NANJING TANKER CORPORA-A,601975.SS,BBG00N0JD707,XSHG,601975.SS,Common Stock
1378,CNY,HARBIN PHARMACEUTICAL GRP-A,600664.SS,BBG000BG02Z8,XSHG,600664.SS,Common Stock
1379,CNY,WAROM TECHNOLOGY INC CO-A,603855.SS,BBG00CV4KDC6,XSHG,603855.SS,Common Stock
1380,CNY,TRIUMPH SCIENCE & TECHNOLO-A,600552.SS,BBG000PG0FK0,XSHG,600552.SS,Common Stock
1381,CNY,GUANGXI RADIO AND TELEVISI-A,600936.SS,BBG006H37MM1,XSHG,600936.SS,Common Stock
1382,CNY,JIANGSU LIANYUNGANG PORT -A,601008.SS,BBG000PJSQ02,XSHG,601008.SS,Common Stock
1383,CNY,SUZHOU TZTEK TECHNOLOGY CO-A,688003.SS,BBG00NSC96Z1,XSHG,688003.SS,Common Stock
1384,CNY,HUBEI HUAQIANG HIGH-TECH C-A,7969030Z.SS,BBG00YPQW5P6,XSHG,7969030Z.SS,Common Stock
1385,CNY,HANGZHOU HUAWANG NEW MATER-A,605377.SS,BBG00PDLN7F6,XSHG,605377.SS,Common Stock
1386,CNY,ZHEJIANG XIANTONG RUBBER &-A,603239.SS,BBG006R148G5,XSHG,603239.SS,Common Stock
1387,CNY,SHANGHAI WEAVER NETWORK CO-A,603039.SS,BBG007PGRTN3,XSHG,603039.SS,Common Stock
1388,CNY,SNOWSKY SALT INDUSTRY GROUP,600929.SS,BBG00HNGBKB2,XSHG,600929.SS,Common Stock
1389,CNY,CHINA LIFE INSURANCE CO-A,601628.SS,BBG000D814X1,XSHG,601628.SS,Common Stock
1390,CNY,HENAN PINGGAO ELECTRIC CO-A,600312.SS,BBG000GFVDJ5,XSHG,600312.SS,Common Stock
1391,CNY,DAHENG NEW EPOCH TECHNOLOG-A,600288.SS,BBG000DRQC37,XSHG,600288.SS,Common Stock
1392,CNY,CHANGBAI MOUNTAIN TOURISM -A,603099.SS,BBG0036H9VJ1,XSHG,603099.SS,Common Stock
1393,CNY,ZHEJIANG KANGLONGDA SPECI-A,603665.SS,BBG007WGNJG9,XSHG,603665.SS,Common Stock
1394,CNY,HOB BIOTECH GROUP SUZHOU C-A,1438908D.SS,BBG00YNL1B16,XSHG,1438908D.SS,Common Stock
1395,CNY,FUJIAN FYNEX TEXTILE SCIEN-A,600493.SS,BBG000KMY7S5,XSHG,600493.SS,Common Stock
1396,CNY,SHENZHEN XINYICHANG TECHNO-A,1794381D.SS,BBG00T21D015,XSHG,1794381D.SS,Common Stock
1397,CNY,SHANGHAI HAOHAI BIOLOGICAL-A,688366.SS,BBG0036KRBL5,XSHG,688366.SS,Common Stock
1398,CNY,JINAN SHENGQUAN GROUP SHAR-A,7950990Z.SS,BBG00R9LYPW6,XSHG,7950990Z.SS,Common Stock
1399,CNY,LUSHANG HEALTH INDUSTRY -A,600223.SS,BBG000DM5DM8,XSHG,600223.SS,Common Stock
1400,CNY,SHANDONG HOMEY AQUATIC DEV-A,600467.SS,BBG000MKWL99,XSHG,600467.SS,Common Stock
1401,CNY,YAPP AUTOMOTIVE PARTS CO L-A,603013.SS,BBG006F4CT59,XSHG,603013.SS,Common Stock
1402,CNY,SUZHOU NEW DISTRICT HI-TEC-A,600736.SS,BBG000BH4P81,XSHG,600736.SS,Common Stock
1403,CNY,CHANGCHUN BCHT BIOTECHNOLO-A,CHCBTZ.SS,BBG00WYT47C5,XSHG,CHCBTZ.SS,Common Stock
1404,CNY,SHANGHAI W-IBEDA HIGH TECH-A,1815083D.SS,BBG00W2NP1D2,XSHG,1815083D.SS,Common Stock
1405,CNY,GUANGZHOU TRAUER BIOTECHNO-A,1386185D.SS,BBG00VSTX3H6,XSHG,1386185D.SS,Common Stock
1406,CNY,TONGQINGLOU CATERING CO LT-A,605108.SS,BBG00D6YP9Y6,XSHG,605108.SS,Common Stock
1407,CNY,GUOTAI GOLD ETF,518800.SS,BBG004RN2LY5,XSHG,518800.SS,ETP
1408,CNY,CHINA NATIONAL CHEMICAL-A,601117.SS,BBG000P6HDJ1,XSHG,601117.SS,Common Stock
1409,CNY,HANGZHOU ELECTRONIC SOUL N-A,603258.SS,BBG006M8CN73,XSHG,603258.SS,Common Stock
1410,CNY,TENGDA CONSTRUCTION GROUP-A,600512.SS,BBG000HL2S73,XSHG,600512.SS,Common Stock
1411,CNY,JIANGXI CHENGUANG NEW MATE-A,605399.SS,BBG00PDLLNP2,XSHG,605399.SS,Common Stock
1412,CNY,JIANGSU LOPAL TECH CO LTD-A,603906.SS,BBG009BKBGR6,XSHG,603906.SS,Common Stock
1413,CNY,KUNSHAN GUOLI ELECTRONIC T-A,ZBBAIZ.SS,BBG00H2QQDG8,XSHG,ZBBAIZ.SS,Common Stock
1414,CNY,DACHENG CSI 500 STOCK ETF,510440.SS,BBG0038CYM57,XSHG,510440.SS,ETP
1415,CNY,SHANDONG EFIRM BIOCHEMISTR-A,1857040D.SS,BBG00YQ1YX95,XSHG,1857040D.SS,Common Stock
1416,CNY,BEIJING CAPITAL CO LTD-A,600008.SS,BBG000CLRFJ6,XSHG,600008.SS,Common Stock
1417,CNY,XINJIANG JOINWORLD CO LTD-A,600888.SS,BBG000C1TKZ9,XSHG,600888.SS,Common Stock
1418,CNY,YANGZHOU RIXING BIO-TECH C-A,8109346Z.SS,BBG00P95M6V1,XSHG,8109346Z.SS,Common Stock
1419,CNY,FOUNDER SECURITIES CO LTD-A,601901.SS,BBG001XX1DQ0,XSHG,601901.SS,Common Stock
1420,CNY,SHAANXI BAOGUANG VACUUM EL-A,600379.SS,BBG000LSYBW7,XSHG,600379.SS,Common Stock
1421,CNY,HENGDIAN ENTERTAINMENT CO-A,603103.SS,BBG00D6WTQD1,XSHG,603103.SS,Common Stock
1422,CNY,C-AMC SH-HK STOCK CN HSI ETF,513660.SS,BBG007V5QTX0,XSHG,513660.SS,ETP
1423,CNY,HEFEI TAIHE INTELLIGENT TE-A,603656.SS,BBG008F6L2X8,XSHG,603656.SS,Common Stock
1424,CNY,DONGXING SECURITIES CO LT-A,601198.SS,BBG006DB5Q77,XSHG,601198.SS,Common Stock
1425,CNY,GUANGZHOU GUANGRI STOCK CO-A,600894.SS,BBG000GFQ376,XSHG,600894.SS,Common Stock
1426,CNY,AVICOPTER PLC-A,600038.SS,BBG000DZXBV2,XSHG,600038.SS,Common Stock
1427,CNY,GUANGZHOU BAIYUN INTERNATI-A,600004.SS,BBG000PMTKL4,XSHG,600004.SS,Common Stock
1428,CNY,SINOMA INTERNATIONAL ENGIN-A,600970.SS,BBG000C5K7Z8,XSHG,600970.SS,Common Stock
1429,CNY,CENTER INTERNATIONAL GROUP-A,603098.SS,BBG006R0D546,XSHG,603098.SS,Common Stock
1430,CNY,WUXI AUTOWELL TECHNOLOGY C-A,688516.SS,BBG00PLRWDB5,XSHG,688516.SS,Common Stock
1431,CNY,HENAN DAYOU ENERGY CO LTD-A,600403.SS,BBG000BJN7L1,XSHG,600403.SS,Common Stock
1432,CNY,SHANGHAI TIANYANG HOT MELT A,603330.SS,BBG008CRG1Y2,XSHG,603330.SS,Common Stock
1433,CNY,EFUND OVERSEA INTERNET 50ETF,513050.SS,BBG00FN8R888,XSHG,513050.SS,ETP
1434,CNY,KOAL SOFTWARE CO LTD-A,603232.SS,BBG009CK9C60,XSHG,603232.SS,Common Stock
1435,CNY,GUIZHOU GUOTAI LIQUOR CO L-A,1803376D.SS,BBG00V2KXYC0,XSHG,1803376D.SS,Common Stock
1436,CNY,ZHEJIANG DAILY DIGITAL CUL-A,600633.SS,BBG000BFYHJ8,XSHG,600633.SS,Common Stock
1437,CNY,PETROCHINA CO LTD-A,601857.SS,BBG000GNX2C7,XSHG,601857.SS,Common Stock
1438,CNY,GUANGZHOU PEARL RIVER IND-A,600684.SS,BBG000BG2S34,XSHG,600684.SS,Common Stock
1439,CNY,ZHEJIANG TENGEN ELECTRICS CO,605066.SS,BBG00P95LDZ3,XSHG,605066.SS,Common Stock
1440,CNY,GUANGDONG LEADYO IC TESTIN-A,688135.SS,BBG00TC204S9,XSHG,688135.SS,Common Stock
1441,CNY,MAIDER MEDICAL INDUSTRY EQ-A,688310.SS,BBG00H412869,XSHG,688310.SS,Common Stock
1442,CNY,GUOTAI ALL SHARE SECURI ETF,512880.SS,BBG00D61ZDR6,XSHG,512880.SS,ETP
1443,CNY,LONGYAN KAOLIN CLAY CO LTD-A,1101721D.SS,BBG00QYZ0C73,XSHG,1101721D.SS,Common Stock
1444,CNY,ZHEJIANG HUAHAI PHARMACEUT-A,600521.SS,BBG000PPKSG5,XSHG,600521.SS,Common Stock
1445,CNY,FUJIAN HAIXIA ENVIRONMENTA-A,603817.SS,BBG008884XP2,XSHG,603817.SS,Common Stock
1446,USD,SHANGHAI ZHENHUA HEAVY IND-B,900947.SS,BBG000BYCB13,XSHG,900947.SS,Common Stock
1447,CNY,CHINA SECURITY CO LTD-A,600654.SS,BBG000BFZJL0,XSHG,600654.SS,Common Stock
1448,CNY,ZHUZHOU QIANJIN PHARMACEUT-A,600479.SS,BBG000BFFF94,XSHG,600479.SS,Common Stock
1449,CNY,JENKEM TECHNOLOGY CO LTD-A,688356.SS,BBG00QRVW516,XSHG,688356.SS,Common Stock
1450,CNY,SHANGHAI MEDICILON INC-A,688202.SS,BBG00H5KWFG6,XSHG,688202.SS,Common Stock
1451,CNY,QINGDAO RICHEN FOOD CO LTD-A,603755.SS,BBG00H2RFQK4,XSHG,603755.SS,Common Stock
1452,CNY,NANJING VISHEE MEDICAL TEC-A,688580.SS,BBG00R4T37D9,XSHG,688580.SS,Common Stock
1453,CNY,DELIXI XINJIANG TRANSPORTA-A,603032.SS,BBG007WGNJ06,XSHG,603032.SS,Common Stock
1454,CNY,SHANDONG FIBERGLASS GROUP-A,605006.SS,BBG00D8K9NK6,XSHG,605006.SS,Common Stock
1455,CNY,GCH TECHNOLOGY CO LTD-A,1806665D.SS,BBG00VCVL4R8,XSHG,1806665D.SS,Common Stock
1456,CNY,ACTIONS TECHNOLOGY CO LTD-A,1857360D.SS,BBG00YQ967Y8,XSHG,1857360D.SS,Common Stock
1457,CNY,QINGDAO HAIER BIOMEDICAL C-A,688139.SS,BBG00NV357L4,XSHG,688139.SS,Common Stock
1458,CNY,HT-PB CSI PTVT IDT ETF,515790.SS,BBG00YJ64X13,XSHG,515790.SS,ETP
1459,CNY,CHINA FIRST HEAVY INDUSTR-A,601106.SS,BBG000Q21X75,XSHG,601106.SS,Common Stock
1460,CNY,HUAIHE ENERGY GROUP CO LTD-A,600575.SS,BBG000BD60L8,XSHG,600575.SS,Common Stock
1461,USD,SHANGHAI SANMAO ENTERPRISE-B,900922.SS,BBG000BK5NS6,XSHG,900922.SS,Common Stock
1462,CNY,YUNNAN BOWIN TECHNOLOGY IN-A,600883.SS,BBG000FYV8G9,XSHG,600883.SS,Common Stock
1463,CNY,HANGZHOU NBOND NONWOVENS C-A,603238.SS,BBG008884XG2,XSHG,603238.SS,Common Stock
1464,CNY,FLAT GLASS GROUP CO LTD-A,601865.SS,BBG00H412NC9,XSHG,601865.SS,Common Stock
1465,CNY,SUZHOU HYC TECHNOLOGY CO L-A,688001.SS,BBG00NQLMT15,XSHG,688001.SS,Common Stock
1466,CNY,LEAGUER SHENZHEN MICROELEC-A,688589.SS,BBG00BGPL2Q6,XSHG,688589.SS,Common Stock
1467,CNY,QUANTUMCTEK CO LTD-A,688027.SS,BBG00NQLPY20,XSHG,688027.SS,Common Stock
1468,CNY,SHANGHAI MATERIAL TRADING-A,600822.SS,BBG000BKCKJ4,XSHG,600822.SS,Common Stock
1469,CNY,POWER CONSTRUCTION CORP OF-A,601669.SS,BBG001YDH093,XSHG,601669.SS,Common Stock
1470,CNY,BEIJING DAHAO TECHNOLOGY C-A,603025.SS,BBG006FYHJT4,XSHG,603025.SS,Common Stock
1471,CNY,GUIZHOU YIBAI PHARMACEUTIC-A,600594.SS,BBG000K85JN7,XSHG,600594.SS,Common Stock
1472,CNY,YUNNAN SHENNONG AGRICULTURAL,IKAQTZ.SS,BBG00D6YYB08,XSHG,IKAQTZ.SS,Common Stock
1473,CNY,SHANDONG GOLD PHOENIX GROU-A,603586.SS,BBG009H2WL87,XSHG,603586.SS,Common Stock
1474,CNY,JIANGSU XINQUAN AUTOMOTIVE-A,603179.SS,BBG008NS9DJ7,XSHG,603179.SS,Common Stock
1475,CNY,HUATAI-PB STAR50 ETF,588090.SS,BBG00Y6QZK17,XSHG,588090.SS,ETP
1476,CNY,BEIJING JINGCHENG MACHINER-A,600860.SS,BBG000BKNJZ7,XSHG,600860.SS,Common Stock
1477,CNY,ECOVACS ROBOTICS CO LTD-A,603486.SS,BBG00FZFHJR5,XSHG,603486.SS,Common Stock
1478,CNY,ZHEJIANG CHINT ELECTRICS-A,601877.SS,BBG000PHSM14,XSHG,601877.SS,Common Stock
1479,CNY,SHANGHAI YAOHUA PILKINGTON-A,600819.SS,BBG000BKCDW5,XSHG,600819.SS,Common Stock
1480,CNY,CAMEL GROUP CO LTD-A,601311.SS,BBG001MKYLK2,XSHG,601311.SS,Common Stock
1481,CNY,NANJING DEVELOP ADVANCED M-A,688377.SS,BBG007N8QMM0,XSHG,688377.SS,Common Stock
1482,CNY,ANJI MICROELECTRONICS TECH-A,688019.SS,BBG00NRW7BH9,XSHG,688019.SS,Common Stock
1483,CNY,BANK OF HUZHOU CO LTD - A,1330591D.SS,BBG00RPJ2XX0,XSHG,1330591D.SS,Common Stock
1484,CNY,ZHONGMIN ENERGY CO LTD -A,600163.SS,BBG000C31DJ9,XSHG,600163.SS,Common Stock
1485,CNY,EMBEDWAY TECHNOLOGIES SHAN-A,603496.SS,BBG009J38B73,XSHG,603496.SS,Common Stock
1486,CNY,EASTERN AIR LOGISTICS CO L-A,1730744D.SS,BBG00PNQ5826,XSHG,1730744D.SS,Common Stock
1487,CNY,ZHEJIANG HUANGMA TECHNOLOG-A,603181.SS,BBG00D0M0M21,XSHG,603181.SS,Common Stock
1488,CNY,SICHUAN HEBANG BIOTECHNOL- A,603077.SS,BBG002N45WL2,XSHG,603077.SS,Common Stock
1489,CNY,DELTON TECHNOLOGY GUANGZHO-A,DELTOZ.SS,BBG00YN9SMT0,XSHG,DELTOZ.SS,Common Stock
